0.973176,9.37345e-13,1.61108e-26,6.64248e-09,4.3344e-37,6.35317e-30,0.00499813,2.7786e-06,5.65405e-15,0.0210296,3.45458e-23,8.28291e-12,4.04255e-16,0.0121541,7.2149e-27,1.64712e-15
9.62115e-08,0.977396,7.35101e-10,1.07654e-17,1.63443e-21,1.81496e-15,9.77773e-19,6.84329e-06,6.4053e-26,9.34849e-10,4.24389e-17,0.018237,0.00471898,0.0118161,1.17695e-28,3.74365e-30
5.67868e-19,3.56789e-11,0.986549,1.21753e-09,0.00621786,1.38212e-09,4.35614e-32,0.00857723,7.16969e-32,1.44379e-09,1.21059e-20,0.00456231,1.24296e-15,8.87058e-21,1.9743e-09,1.70042e-22
2.31188e-12,1.83362e-29,2.99473e-16,0.986407,9.22974e-16,4.22733e-22,4.44062e-16,0.000543077,6.95947e-18,0.0165233,8.10591e-25,2.55823e-15,6.97373e-31,5.33736e-24,0.00562558,0.00285506
3.0768e-22,2.26828e-18,0.00906991,2.11848e-08,0.984356,0.00709551,2.20039e-28,9.51577e-07,2.02673e-21,4.22634e-12,1.50848e-11,1.70822e-10,1.13398e-14,1.81408e-23,0.00752461,1.09248e-13
3.41866e-20,2.45591e-14,8.223e-08,2.59609e-13,0.00581393,0.984984,4.27341e-22,8.57538e-11,1.076e-13,3.5986e-15,0.00846448,3.09313e-13,2.91869e-05,5.67455e-16,9.90718e-09,1.28645e-14
0.00701706,3.22347e-20,7.84861e-31,4.84501e-08,1.58287e-32,7.82387e-22,0.987355,5.81642e-11,0.00482692,1.35543e-05,2.59071e-12,4.49083e-20,3.93765e-14,3.77685e-05,6.12888e-20,4.58918e-06
3.75434e-09,1.54555e-12,1.85875e-07,1.15441e-05,8.17558e-19,5.14245e-26,1.01919e-23,0.915064,1.28176e-33,0.0249029,8.95805e-33,0.0200453,4.49065e-24,1.43556e-16,3.93132e-16,1.52541e-21
6.41352e-10,1.23706e-22,6.21712e-27,2.60793e-09,1.48548e-21,2.44901e-10,0.0081826,8.02318e-14,0.987536,2.30642e-10,0.00769413,5.11161e-23,5.99828e-10,2.37253e-09,5.43789e-13,0.00404239
0.0144373,6.93509e-18,3.1887e-20,0.00222968,7.59675e-31,8.46231e-33,9.00808e-11,0.0430314,3.95308e-23,0.937755,7.8113e-32,3.50266e-09,2.09234e-26,6.27378e-12,5.47306e-19,7.25595e-14
4.05035e-14,2.40547e-16,1.90659e-19,1.13557e-13,4.64926e-14,0.00777338,8.51675e-10,4.56259e-14,0.00462282,3.5039e-14,0.983212,3.96669e-19,0.00339327,3.66501e-09,9.96682e-14,1.24997e-09
1.85695e-11,0.0168086,0.00647737,1.5379e-13,1.06884e-14,8.37037e-17,6.91261e-27,0.0371015,4.94539e-34,7.46068e-08,3.14401e-24,0.958483,4.69406e-11,7.27672e-11,7.77205e-22,6.5144e-30
3.70766e-12,2.60471e-05,1.29846e-13,3.77619e-18,7.71288e-16,3.65268e-05,7.10103e-15,2.59385e-11,2.83326e-13,3.68949e-14,0.000563761,9.68655e-11,0.991696,0.000222205,3.31835e-22,1.55491e-21
0.00745553,0.00589026,2.52768e-19,4.40449e-16,1.92072e-30,1.99624e-20,4.02773e-09,1.08663e-07,4.10897e-18,9.44217e-08,2.62892e-16,1.84526e-07,0.00012262,0.975964,7.35157e-31,1.55485e-24
5.13982e-20,1.0632e-26,2.06182e-08,0.00925185,0.00356566,3.70701e-09,1.27713e-23,4.4369e-06,5.18278e-18,2.31622e-08,9.25004e-16,1.40258e-14,2.26681e-23,1.09038e-26,0.987613,7.81745e-06
1.73069e-11,6.46553e-30,9.35475e-25,0.00635273,9.41061e-19,5.43956e-15,2.05952e-06,1.6036e-10,0.00313063,9.34288e-07,8.54522e-11,6.87462e-23,4.71163e-21,1.77013e-17,1.61588e-05,0.993329
